Index,Type,Group,Day,Time,Venue,Remark
00427,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00427,SEM,25,TUE,0830-1230,ONLINE,Teaching Wk7
00427,SEM,25,TUE,1030-1230,ONLINE,Teaching Wk6
00428,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00428,SEM,26,TUE,0830-1230,ONLINE,Teaching Wk7
00428,SEM,26,TUE,1030-1230,ONLINE,Teaching Wk6
00429,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00429,SEM,27,TUE,1330-1530,ONLINE,Teaching Wk6
00429,SEM,27,TUE,1330-1730,ONLINE,Teaching Wk7
00430,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00430,SEM,28,TUE,1330-1530,ONLINE,Teaching Wk6
00430,SEM,28,TUE,1330-1730,ONLINE,Teaching Wk7
00431,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00431,SEM,29,WED,0830-1230,ONLINE,Teaching Wk7
00431,SEM,29,WED,1030-1230,ONLINE,Teaching Wk6
00432,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00432,SEM,30,WED,0830-1230,ONLINE0,Teaching Wk7
00432,SEM,30,WED,1030-1230,ONLINE,Teaching Wk6
00433,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00433,SEM,31,WED,1430-1830,ONLINE,Teaching Wk7
00433,SEM,31,WED,1430-1630,ONLINE,Teaching Wk6
00434,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00434,SEM,32,WED,1430-1630,ONLINE,Teaching Wk6
00434,SEM,32,WED,1430-1830,ONLINE,Teaching Wk7
00435,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00435,SEM,33,THU,0830-1230,ONLINE,Teaching Wk7
00435,SEM,33,THU,1030-1230,ONLINE,Teaching Wk6
00436,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00436,SEM,34,THU,0830-1230,ONLINE,Teaching Wk7
00436,SEM,34,THU,1030-1230,ONLINE,Teaching Wk6
00437,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00437,SEM,35,THU,1330-1530,ONLINE,Teaching Wk6
00437,SEM,35,THU,1330-1730,ONLINE,Teaching Wk7
00438,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00438,SEM,36,THU,1330-1530,ONLINE,Teaching Wk6
00438,SEM,36,THU,1330-1730,ONLINE,Teaching Wk7
00439,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00439,SEM,37,FRI,0830-1230,ONLINE,Teaching Wk7
00439,SEM,37,FRI,1030-1230,ONLINE,Teaching Wk6
00440,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00440,SEM,38,FRI,0830-1230,ONLINE,Teaching Wk7
00440,SEM,38,FRI,1030-1230,ONLINE,Teaching Wk6
00441,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00441,SEM,39,FRI,1330-1530,ONLINE,Teaching Wk6
00441,SEM,39,FRI,1330-1730,ONLINE,Teaching Wk7
00442,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00442,SEM,40,FRI,1330-1730,ONLINE,Teaching Wk7
00442,SEM,40,FRI,1330-1530,ONLINE,Teaching Wk6
00447,SEM,1,MON,0830-1200,LHN-TR+12,Teaching Wk10-12
00447,SEM,1,MON,0830-1200,PIC,"Teaching Wk8,9"
00448,SEM,2,MON,0830-1200,PIC,"Teaching Wk11,12"
00448,SEM,2,MON,0830-1200,LHN-TR+30,Teaching Wk8-10
00449,SEM,3,TUE,0830-1200,S3-SR5,Teaching Wk10-12
00449,SEM,3,TUE,0830-1200,PIC,"Teaching Wk8,9"
00450,SEM,4,TUE,0830-1200,PIC,"Teaching Wk11,12"
00450,SEM,4,TUE,0830-1200,S3-SR8,Teaching Wk8-10
00451,SEM,5,TUE,1230-1600,S4-SR6,Teaching Wk10-12
00451,SEM,5,TUE,1230-1600,PIC,"Teaching Wk8,9"
00452,SEM,6,TUE,1230-1600,PIC,"Teaching Wk11,12"
00452,SEM,6,TUE,1230-1600,S4-SR9,Teaching Wk8-10
00453,SEM,7,WED,1430-1800,S4-SR2,Teaching Wk10-12
00453,SEM,7,WED,1430-1800,PIC,"Teaching Wk8,9"
00454,SEM,8,WED,1430-1800,PIC,"Teaching Wk11,12"
00454,SEM,8,WED,1430-1800,S4-SR18,Teaching Wk8-10
00455,SEM,9,THU,0830-1200,LHN-TR+12,Teaching Wk10-12
00455,SEM,9,THU,0830-1200,PIC,"Teaching Wk8,9"
00456,SEM,10,THU,0830-1200,PIC,"Teaching Wk11,12"
00456,SEM,10,THU,0830-1200,LHN-TR+30,Teaching Wk8-10
00457,SEM,11,THU,1230-1600,PIC,"Teaching Wk8,9"
00457,SEM,11,THU,1230-1600,LHN-TR+04,Teaching Wk10-12
00458,SEM,12,THU,1230-1600,LHN-TR+12,Teaching Wk8-10
00458,SEM,12,THU,1230-1600,PIC,"Teaching Wk11,12"
00459,SEM,13,FRI,0830-1200,LHN-TR+04,Teaching Wk10-12
00459,SEM,13,FRI,0830-1200,PIC,"Teaching Wk8,9"
00460,SEM,14,FRI,0830-1200,PIC,"Teaching Wk11,12"
00460,SEM,14,FRI,0830-1200,LHN-TR+12,Teaching Wk8-10
00461,SEM,15,FRI,1230-1600,LHN-TR+14,Teaching Wk10-12
00461,SEM,15,FRI,1230-1600,PIC,"Teaching Wk8,9"
00462,SEM,16,FRI,1230-1600,LHN-TR+37,Teaching Wk8-10
00462,SEM,16,FRI,1230-1600,PIC,"Teaching Wk11,12"
00463,SEM,17,SAT,0830-1200,LHS-TR+47,Teaching Wk10-12
00463,SEM,17,SAT,0830-1200,PIC,"Teaching Wk8,9"
00464,SEM,18,SAT,0830-1200,PIC,"Teaching Wk11,12"
00464,SEM,18,SAT,0830-1200,LHS-TR+49,Teaching Wk8-10
00465,SEM,19,SAT,1230-1600,PIC,"Teaching Wk8,9"
00465,SEM,19,SAT,1230-1600,LHS-TR+47,Teaching Wk10-12
00466,SEM,20,SAT,1230-1600,PIC,"Teaching Wk11,12"
00466,SEM,20,SAT,1230-1600,LHS-TR+49,Teaching Wk8-10
00147,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00147,SEM,1,MON,1430-1630,S4-SR4,
00148,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00148,SEM,2,WED,0830-1030,S3-SR1,
00149,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00149,SEM,3,TUE,1430-1630,S3-SR8,
00150,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00150,SEM,4,WED,1030-1230,LHS-TR+47,
00151,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00151,SEM,5,WED,0830-1030,S4-SR4,
00152,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00152,SEM,6,WED,1030-1230,S4-SR4,
00153,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00153,SEM,7,WED,1430-1630,S4-SR4,
00154,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00154,SEM,8,THU,1430-1630,S3-SR1,
00155,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00155,SEM,9,THU,1030-1230,S4-SR1,
00156,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00156,SEM,10,THU,1430-1630,S4-SR1,
00157,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00157,SEM,11,THU,1030-1230,S3-SR1,
00158,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00158,SEM,12,THU,1230-1430,S3-SR1,
00159,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00159,SEM,13,FRI,0830-1030,S4-SR8,
00160,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00160,SEM,14,FRI,1030-1230,S4-SR8,
00161,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00161,SEM,15,FRI,1330-1530,S4-SR8,
00162,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00162,SEM,16,FRI,1430-1630,S4-SR19,
00164,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00164,SEM,17,TUE,0830-1030,LHS-TR+49,
00165,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00165,SEM,18,TUE,1030-1230,LHS-TR+49,
00166,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00166,SEM,19,WED,0830-1030,LHS-TR+47,
00167,LEC,1,WED,1830-2000,ONLINE,Teaching Wk1
00167,SEM,20,THU,0830-1030,S3-SR1,
00493,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00493,TUT,1,MON,1030-1230,S3-SR8,
00494,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00494,TUT,2,MON,1030-1230,S3-SR3,
00495,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00495,TUT,3,TUE,0830-1030,S4-SR21,
00496,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00496,TUT,4,TUE,1030-1230,S4-SR21,
00497,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00497,TUT,5,WED,1030-1230,S3-SR10,
00498,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00498,TUT,6,WED,1430-1630,S3-SR10,
00499,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00499,TUT,7,WED,1430-1630,S4-SR10,
00500,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00500,TUT,8,THU,0830-1030,S4-SR1,
00501,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00501,TUT,9,THU,1030-1230,S4-SR17,
00502,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00502,TUT,10,THU,1030-1230,S4-SR24,
00503,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00503,TUT,11,THU,1430-1630,S3-SR10,
00504,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00504,TUT,12,FRI,1430-1630,S4-SR14,
00505,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00505,TUT,13,FRI,0830-1030,S4-SR15,
00506,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00506,TUT,14,FRI,0830-1030,S3-SR6,
00507,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00507,TUT,15,FRI,1030-1230,S4-SR15,
00508,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00508,TUT,16,FRI,1030-1230,S3-SR6,
00509,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00509,TUT,17,FRI,1430-1630,S3-SR9,
00511,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00511,TUT,18,FRI,1030-1230,S3-SR4,
00512,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00512,TUT,19,FRI,1430-1630,S3-SR10,
00513,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00513,TUT,20,WED,1630-1830,S4-SR10,
00514,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00514,TUT,21,FRI,1630-1830,S3-SR9,
00529,LEC,1,MON,1500-1630,ONLINE,Not conducted during Teaching Weeks
00529,TUT,22,WED,1430-1630,S4-SR1,
00331,SEM,1,MON,0930-1230,ONLINE,
00332,SEM,2,MON,1330-1630,ONLINE,
00333,SEM,3,MON,1330-1630,ONLINE,
00334,SEM,4,TUE,0930-1230,ONLINE,
00335,SEM,5,TUE,1430-1730,ONLINE,
00336,SEM,6,WED,0930-1230,ONLINE,
00337,SEM,7,WED,0930-1230,ONLINE,
00338,SEM,8,WED,1430-1730,ONLINE,
00339,SEM,9,WED,1430-1730,ONLINE,
00340,SEM,10,WED,1430-1730,ONLINE,
00341,SEM,11,THU,0930-1230,ONLINE,
00342,SEM,12,THU,0930-1230,ONLINE,
00343,SEM,13,THU,1430-1730,ONLINE,
00344,SEM,14,THU,1430-1730,ONLINE,
00345,SEM,15,FRI,0930-1230,ONLINE,
00346,SEM,16,FRI,0930-1230,ONLINE,
00347,SEM,17,FRI,1430-1730,ONLINE,
00348,SEM,18,FRI,1430-1730,ONLINE,
00515,SEM,1,MON,0930-1230,ONLINE,
00516,SEM,2,MON,0930-1230,ONLINE,
00517,SEM,3,MON,1430-1730,ONLINE,
00518,SEM,4,TUE,0930-1230,ONLINE,
00519,SEM,5,TUE,0930-1230,ONLINE,
00520,SEM,6,TUE,1430-1730,ONLINE,
00521,SEM,7,TUE,1430-1730,ONLINE,
00522,SEM,8,WED,0930-1230,ONLINE,
00523,SEM,9,WED,0930-1230,ONLINE,
00524,SEM,10,WED,0930-1230,ONLINE,
00525,SEM,11,WED,1430-1730,ONLINE,
00526,SEM,12,WED,1430-1730,ONLINE,
00527,SEM,13,THU,0930-1230,ONLINE,
00528,SEM,14,FRI,0930-1230,ONLINE,
00624,LEC,1,WED,0900-1030,ONLINE,
00624,TUT,1,MON,0900-1030,TR+29,Teaching Wk2-13
00625,LEC,1,WED,0900-1030,ONLINE,
00625,TUT,2,FRI,0900-1030,TR+108,Teaching Wk2-13
00626,LEC,1,WED,0900-1030,ONLINE,
00626,TUT,3,MON,1030-1200,TR+29,Teaching Wk2-13
00627,LEC,1,WED,0900-1030,ONLINE,
00627,TUT,4,FRI,1030-1200,TR+108,Teaching Wk2-13
00628,LEC,1,WED,0900-1030,ONLINE,
00628,TUT,5,TUE,0900-1030,TR+29,Teaching Wk2-13
00629,LEC,1,WED,0900-1030,ONLINE,
00629,TUT,6,TUE,0900-1030,TR+30,Teaching Wk2-13
00630,LEC,1,WED,0900-1030,ONLINE,
00630,TUT,7,TUE,1030-1200,TR+29,Teaching Wk2-13
00631,LEC,1,WED,0900-1030,ONLINE,
00631,TUT,8,TUE,1030-1200,TR+32,Teaching Wk2-13
00632,LEC,1,WED,0900-1030,ONLINE,
00632,TUT,9,TUE,1030-1200,TR+30,Teaching Wk2-13
00633,LEC,1,WED,0900-1030,ONLINE,
00633,TUT,10,TUE,1300-1430,TR+29,Teaching Wk2-13
00634,LEC,1,WED,0900-1030,ONLINE,
00634,TUT,11,TUE,1330-1500,TR+30,Teaching Wk2-13
00635,LEC,1,WED,0900-1030,ONLINE,
00635,TUT,12,TUE,1330-1500,TR+107,Teaching Wk2-13
00636,LEC,1,WED,0900-1030,ONLINE,
00636,TUT,13,TUE,1430-1600,TR+29,Teaching Wk2-13
00637,LEC,1,WED,0900-1030,ONLINE,
00637,TUT,14,TUE,1500-1630,TR+30,Teaching Wk2-13
00638,LEC,1,WED,0900-1030,ONLINE,
00638,TUT,15,TUE,1500-1630,TR+107,Teaching Wk2-13
00639,LEC,1,WED,0900-1030,ONLINE,
00639,TUT,16,FRI,0900-1030,TR+29,Teaching Wk2-13
00640,LEC,1,WED,0900-1030,ONLINE,
00640,TUT,17,FRI,0900-1030,TR+30,Teaching Wk2-13
00641,LEC,1,WED,0900-1030,ONLINE,
00641,TUT,18,FRI,1030-1200,TR+29,Teaching Wk2-13
00642,LEC,1,WED,0900-1030,ONLINE,
00642,TUT,19,FRI,1030-1200,TR+30,Teaching Wk2-13
00643,LEC,1,WED,0900-1030,ONLINE,
00643,TUT,20,FRI,1300-1430,TR+29,Teaching Wk2-13
00644,LEC,1,WED,0900-1030,ONLINE,
00644,TUT,21,FRI,1300-1430,TR+30,Teaching Wk2-13
00645,LEC,1,WED,0900-1030,ONLINE,
00645,TUT,22,FRI,1430-1600,TR+29,Teaching Wk2-13
00646,LEC,1,WED,0900-1030,ONLINE,
00646,TUT,23,FRI,1430-1600,TR+30,Teaching Wk2-13
00647,LEC,1,WED,0900-1030,ONLINE,
00647,TUT,24,TUE,0900-1030,TR+32,Teaching Wk2-13
00648,LEC,1,WED,0900-1030,ONLINE,
00648,TUT,25,FRI,0900-1030,TR+110,Teaching Wk2-13
00649,LEC,1,WED,0900-1030,ONLINE,
00649,TUT,26,FRI,1030-1200,TR+110,Teaching Wk2-13
00816,SEM,1,TUE,0900-1200,S4-SR5,
00817,SEM,2,TUE,0900-1200,S4-SR4,
00818,SEM,3,TUE,1330-1630,S4-SR8,
00819,SEM,4,TUE,1330-1630,S4-SR13,
00820,SEM,5,TUE,1330-1630,S4-SR5,
00821,SEM,6,TUE,1330-1630,S3-SR10,
00822,SEM,7,THU,0900-1200,S3-SR8,
00823,SEM,8,WED,1430-1730,S4-SR21,
00824,SEM,9,FRI,0900-1200,S3-SR10,
00825,SEM,10,THU,0900-1200,S3-SR10,
00826,SEM,11,THU,0900-1200,S4-SR5,
00827,SEM,12,THU,0900-1200,LHS-TR+53,
00828,SEM,13,THU,1330-1630,S4-SR5,
00829,SEM,14,THU,1330-1630,S4-SR4,
00830,SEM,15,THU,1330-1630,S4-SR6,
00831,SEM,16,FRI,0900-1200,S4-SR5,
00832,SEM,17,FRI,0900-1200,S4-SR19,
00833,SEM,18,FRI,1330-1630,S4-SR11,
00834,SEM,19,FRI,1330-1630,S4-SR5,
00835,SEM,20,FRI,0900-1200,S4-SR11,
00945,SEM,1,MON,0830-1230,S4-SR13,
00946,SEM,2,MON,0830-1230,S4-SR15,
00947,SEM,3,MON,1430-1830,S4-SR21,
00948,SEM,4,MON,1430-1830,S4-SR16,
00949,SEM,5,TUE,0830-1230,S4-SR6,
00950,SEM,6,TUE,0830-1230,S3-SR6,
00951,SEM,7,TUE,1430-1830,S4-SR24,
00952,SEM,8,TUE,1430-1830,S4-SR2,
00953,SEM,9,WED,0830-1230,S4-SR8,
00954,SEM,10,WED,1430-1830,S4-SR8,
00955,SEM,11,WED,1430-1830,S4-SR7,
00956,SEM,12,THU,0830-1230,S4-SR22,
00957,SEM,13,THU,1430-1830,S4-SR16,
00958,SEM,14,THU,1430-1830,S4-SR23,
00959,SEM,15,FRI,0830-1230,S4-SR16,
00960,SEM,16,WED,0830-1230,S4-SR7,
00961,SEM,17,MON,1430-1830,S4-SR3,
00001,SEM,1,MON,1430-1730,ONLINE,
00006,SEM,1,WED,0930-1230,S4-SR1,
00094,SEM,1,TUE,1430-1730,ONLINE,
00840,SEM,1,WED,0830-1230,S4-SR13,
00845,SEM,1,MON,1430-1830,S4-SR18,
00846,SEM,2,THU,1430-1830,S4-SR2,
00008,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00008,SEM,1,MON,0830-1130,S3-SR4,
00009,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00009,SEM,2,MON,1330-1630,S4-SR19,
00010,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00010,SEM,3,TUE,0830-1130,S4-SR7,
00011,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00011,SEM,4,THU,0830-1130,S3-SR3,
00012,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00012,SEM,5,THU,1330-1630,S4-SR9,
00013,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00013,SEM,6,FRI,0830-1130,S4-SR22,
00014,LEC,1,SAT,0900-1200,LKC-LT,Teaching Wk8
00014,SEM,7,FRI,1330-1630,S4-SR10,
00016,SEM,1,MON,0830-1130,S4-SR16,
00017,SEM,2,TUE,0830-1130,S4-SR16,
00018,SEM,3,TUE,0830-1130,S4-SR3,
00019,SEM,4,TUE,1330-1630,S4-SR16,
00020,SEM,5,THU,0830-1130,S4-SR23,
00021,SEM,6,THU,1330-1630,LHS-TR+53,
00022,SEM,7,FRI,1330-1630,S4-SR18,
00027,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00027,SEM,1,WED,0830-1230,S4-SR9,
00028,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00028,SEM,2,WED,1430-1830,S4-SR23,
00029,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00029,SEM,3,THU,0830-1230,S4-SR2,
00030,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00030,SEM,4,THU,1430-1830,S3-SR3,
00031,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00031,SEM,5,FRI,0830-1230,S4-SR9,
00032,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00032,SEM,6,FRI,1330-1730,S4-SR15,
00033,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00033,SEM,7,FRI,0830-1230,S4-SR7,
00034,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00034,SEM,8,FRI,1330-1730,S4-SR16,
00035,LEC,1,FRI,1830-2100,LKC-LT,Teaching Wk7
00035,SEM,9,WED,0830-1230,S3-SR8,
00039,SEM,1,WED,0930-1230,S3-SR6,
00040,SEM,2,WED,0930-1230,S4-SR15,
00041,SEM,3,WED,1430-1730,S4-SR17,
00042,SEM,4,THU,0930-1230,S4-SR15,
00043,SEM,5,THU,1430-1730,S3-SR2,
00044,SEM,6,THU,1430-1730,S4-SR17,
00045,SEM,7,FRI,0930-1230,S4-SR17,
00046,SEM,8,FRI,0930-1230,S4-SR13,
00047,SEM,9,THU,0930-1230,LHS-TR+52,
00051,SEM,1,MON,1330-1730,S3-SR5,
00052,SEM,2,TUE,1330-1730,S3-SR4,
00053,SEM,3,THU,0830-1230,S4-SR19,
00054,SEM,4,THU,1330-1730,S4-SR7,
00055,SEM,5,THU,1330-1730,S4-SR8,
00056,SEM,6,FRI,0830-1230,S4-SR4,
00057,SEM,7,FRI,1330-1730,S3-SR6,
00353,SEM,1,MON,1430-1830,ONLINE,
00354,SEM,2,TUE,0830-1230,ONLINE,
00355,SEM,3,TUE,1430-1830,ONLINE,
00356,SEM,4,WED,1430-1830,ONLINE,
00357,SEM,5,THU,0830-1230,ONLINE,
00358,SEM,6,FRI,1430-1830,ONLINE,
00363,SEM,1,MON,0830-1230,ONLINE,
00364,SEM,2,MON,1430-1830,ONLINE,
00365,SEM,3,TUE,0830-1230,ONLINE,
00366,SEM,4,THU,0830-1230,ONLINE,
00367,SEM,5,THU,1430-1830,ONLINE,
00368,SEM,6,WED,0830-1230,ONLINE,
00533,SEM,1,MON,0830-1230,S4-SR17,
00534,SEM,2,MON,1430-1830,S4-SR14,
00535,SEM,3,TUE,1430-1830,S4-SR14,
00536,SEM,4,TUE,1430-1830,S4-SR11,
00537,SEM,5,WED,0830-1230,S4-SR14,
00538,SEM,6,THU,0830-1230,S4-SR14,
00539,SEM,7,THU,0830-1230,S3-SR2,
00540,SEM,8,MON,1430-1830,S4-SR17,
00541,SEM,9,TUE,1430-1830,S4-SR20,
00061,SEM,1,TUE,0830-1230,S4-SR18,
00062,SEM,2,WED,0830-1230,S4-SR11,
00063,SEM,3,WED,1430-1830,S3-SR3,
00064,SEM,4,THU,0830-1230,S3-SR9,
00065,SEM,5,THU,0830-1230,S4-SR20,
00066,SEM,6,THU,1430-1830,S4-SR18,
00067,SEM,7,THU,1430-1830,S4-SR14,
00068,SEM,8,FRI,0830-1230,S4-SR18,
00069,SEM,9,FRI,1430-1830,S4-SR20,
00070,SEM,10,FRI,1430-1830,S4-SR17,
00073,SEM,1,MON,0830-1230,S3-SR9,
00074,SEM,2,TUE,0830-1230,S4-SR2,
00075,SEM,3,TUE,1330-1730,S4-SR19,
00076,SEM,4,TUE,0830-1230,S3-SR1,
00077,SEM,5,WED,0830-1230,S4-SR16,
00078,SEM,6,THU,0830-1230,S4-SR16,
00079,SEM,7,THU,0830-1230,S4-SR4,
00080,SEM,8,FRI,0830-1230,S3-SR3,
00083,SEM,1,MON,1030-1230,ONLINE,
00083,SEM,1,THU,1030-1230,ONLINE,
00084,SEM,2,THU,1030-1230,ONLINE,
00084,SEM,2,MON,1030-1230,ONLINE,
00085,SEM,3,MON,1230-1430,ONLINE,
00085,SEM,3,THU,1230-1430,ONLINE,
00086,SEM,4,MON,1230-1430,ONLINE,
00086,SEM,4,THU,1230-1430,ONLINE,
00087,SEM,5,TUE,1030-1230,ONLINE,
00087,SEM,5,FRI,1030-1230,ONLINE,
00088,SEM,6,FRI,1230-1430,ONLINE,
00088,SEM,6,TUE,1230-1430,ONLINE,
00089,SEM,7,TUE,1430-1630,ONLINE,
00089,SEM,7,FRI,1430-1630,ONLINE,
00090,SEM,8,TUE,1230-1430,ONLINE,
00090,SEM,8,FRI,1230-1430,ONLINE,
00099,SEM,1,MON,0830-1130,ONLINE,
00100,SEM,2,MON,1330-1630,ONLINE,
00101,SEM,3,TUE,0830-1130,ONLINE,
00102,SEM,4,TUE,1330-1630,ONLINE,
00103,SEM,5,WED,0830-1130,ONLINE,
00104,SEM,6,WED,1430-1730,ONLINE,
00105,SEM,7,THU,0830-1130,ONLINE,
00106,SEM,8,THU,1330-1630,ONLINE,
00107,SEM,9,FRI,0830-1130,ONLINE,
00108,SEM,10,FRI,1330-1630,ONLINE,
00110,SEM,11,THU,1330-1630,ONLINE,
00114,SEM,1,MON,0830-1130,ONLINE,
00115,SEM,2,MON,1330-1630,ONLINE,
00116,SEM,3,TUE,0830-1130,ONLINE,
00117,SEM,4,TUE,1330-1630,ONLINE,
00118,SEM,5,THU,0830-1130,ONLINE,
00119,SEM,6,THU,1330-1630,ONLINE,
00120,SEM,7,THU,1330-1630,ONLINE,
00121,SEM,8,FRI,0830-1130,ONLINE,
00122,SEM,9,FRI,1330-1630,ONLINE,
00123,SEM,10,FRI,0830-1130,ONLINE,
00124,SEM,11,FRI,1330-1630,ONLINE,
39683,LEC,L1,TUE,1230-1530,3A-B2-03,
39685,LEC,L2,MON,1230-1530,3A-B2-03,
39686,LEC,LE,TUE,1530-1830,3A-B2-03,
39688,LEC,LE,WED,0930-1230,3A-B2-03,
39270,TUT,T,TUE,0930-1230,LHN-TR+10,
39271,TUT,T,WED,1300-1600,NIE TR721,
39272,TUT,T,THU,0930-1230,NIE TR721,
39351,TUT,T,THU,1330-1630,NIE2-02-10,Teaching Wk2-13
39261,TUT,T1,FRI,0930-1230,LHN-TR+10,
39262,TUT,T2,THU,0930-1230,NIE TR203,
39263,TUT,T,TUE,0930-1230,NIE TR206,
39264,TUT,T1,TUE,1030-1330,NIE TR316,
39265,TUT,T2,THU,1030-1330,NIE TR316,
39266,TUT,T1,MON,0930-1230,NIE TR317,
39267,TUT,T2,MON,1330-1630,NIE TR317,
39268,TUT,T,THU,1330-1630,NIE TR203,
39240,TUT,T,FRI,1330-1630,NIE-TR716,
39471,TUT,T,TUE,1230-1530,NIE TR710,"Teaching Wk1-6,9,10"
39239,LEC,LE,THU,0930-1230,NIE-TR713,
39273,TUT,T,WED,1230-1530,LHN-TR+30,
39274,TUT,T,TUE,0930-1230,LHN-TR+11,
39275,TUT,T1,WED,1330-1630,LHN-TR+35,
39276,TUT,T2,FRI,0930-1230,LHN-TR+11,
39352,TUT,T,TUE,1330-1530,NIE2-02-05,Teaching Wk2-13
39297,LEC,LE,TUE,1230-1530,NIE3 TR313,
39531,TUT,T,TUE,1430-1730,NIE2-01-02,
39411,LEC,LE,WED,1830-2130,NIE7-B1-28,
39412,LEC,LE1,TUE,0930-1230,NIE7-02-12,
39413,LEC,LE2,TUE,1430-1730,NIE7-02-12,
39414,LEC,LE,THU,0930-1230,NIE7-02-12,
39418,LEC,LE2,THU,1430-1730,NIE7-02-12,
00168,SEM,1,THU,0830-1230,LT26,
00173,SEM,1,MON,0830-1230,LT19A,
00178,SEM,1,TUE,1330-1730,ONLINE,
00183,SEM,1,MON,0830-1230,ONLINE,
00545,SEM,1,MON,0830-1130,S3-SR6,
00546,SEM,2,TUE,1430-1730,LHS-TR+53,
00547,SEM,3,WED,1430-1730,S4-SR14,
00548,SEM,4,THU,1430-1730,S4-SR24,
00549,SEM,5,FRI,0830-1130,S3-SR8,
